Searching for text files...
Found 50000 files. Starting processing...

Worker-7 -> file14282.txt: 2979 slow
Worker-6 -> file14284.txt: 5891 slow
Worker-8 -> file14287.txt: 5437 slow
Worker-3 -> file14283.txt: 9452 slow
Worker-5 -> file14285.txt: 7058 slow
Worker-4 -> file14288.txt: 5871 slow
Worker-2 -> file14286.txt: 5694 slow
Worker-1 -> file14289.txt: 6707 slow
Worker-4 -> file14294.txt: 2656 slow
Worker-6 -> file14290.txt: 7683 slow
Worker-8 -> file14291.txt: 7649 slow
Worker-7 -> file1429.txt: 7798 slow
Worker-3 -> file14292.txt: 5215 slow
Worker-8 -> file14299.txt: 1123 slow
Worker-3 -> file1430.txt: 1027 slow
Worker-1 -> file14296.txt: 5813 slow
Worker-5 -> file14293.txt: 6941 slow
Worker-3 -> file14301.txt: 3046 slow
Worker-1 -> file14302.txt: 2638 slow
Worker-7 -> file143.txt: 5931 slow
Worker-2 -> file14295.txt: 6285 slow
Worker-6 -> file14298.txt: 6153 slow
Worker-8 -> file14300.txt: 9634 slow
Worker-4 -> file14297.txt: 9657 slow
Worker-1 -> file14305.txt: 1995 slow
Worker-5 -> file14303.txt: 7573 slow
Worker-3 -> file14304.txt: 6087 slow
Worker-7 -> file14306.txt: 5878 slow
Worker-5 -> file14311.txt: 2394 slow
Worker-8 -> file14309.txt: 4512 slow
Worker-7 -> file14313.txt: 2598 slow
Worker-2 -> file14307.txt: 7974 slow
Worker-6 -> file14308.txt: 9427 slow
Worker-1 -> file14310.txt: 8689 slow
Worker-4 -> file1431.txt: 8046 slow
Worker-5 -> file14314.txt: 5917 slow
Worker-3 -> file14312.txt: 8164 slow
Worker-7 -> file14316.txt: 4168 slow
Worker-4 -> file1432.txt: 2981 slow
Worker-8 -> file14315.txt: 7168 slow
Worker-1 -> file14319.txt: 4513 slow
Worker-4 -> file14323.txt: 1847 slow
Worker-3 -> file14321.txt: 2908 slow
Worker-2 -> file14317.txt: 9704 slow
Worker-6 -> file14318.txt: 8897 slow
Worker-1 -> file14325.txt: 2270 slow
Worker-5 -> file14320.txt: 8859 slow
Worker-7 -> file14322.txt: 8168 slow
Worker-2 -> file14328.txt: 2472 slow
Worker-3 -> file14327.txt: 2400 slow
Worker-6 -> file14329.txt: 3158 slow
Worker-5 -> file14330.txt: 2734 slow
Worker-8 -> file14324.txt: 8248 slow
Worker-7 -> file14331.txt: 5013 slow
Worker-3 -> file14333.txt: 5087 slow
Worker-8 -> file14336.txt: 2843 slow
Worker-4 -> file14326.txt: 9539 slow
Worker-6 -> file14334.txt: 6871 slow
Worker-2 -> file14332.txt: 9262 slow
Worker-1 -> file1433.txt: 7373 slow
Worker-5 -> file14335.txt: 9574 slow
Worker-7 -> file14337.txt: 8130 slow
Worker-1 -> file14342.txt: 1708 slow
Worker-6 -> file14340.txt: 5580 slow
Worker-8 -> file14339.txt: 7545 slow
Worker-7 -> file14344.txt: 1191 slow
Worker-3 -> file14338.txt: 9560 slow
Worker-1 -> file14345.txt: 2084 slow
Worker-7 -> file14348.txt: 1178 slow
Worker-2 -> file14341.txt: 8591 slow
Worker-5 -> file14343.txt: 6248 slow
Worker-8 -> file14347.txt: 5767 slow
Worker-6 -> file14346.txt: 6949 slow
Worker-4 -> file1434.txt: 9972 slow
Worker-1 -> file1435.txt: 5583 slow
Worker-3 -> file14349.txt: 9757 slow
Worker-8 -> file14353.txt: 3229 slow
Worker-7 -> file14350.txt: 7162 slow
Worker-2 -> file14351.txt: 7034 slow
Worker-5 -> file14352.txt: 8215 slow
Worker-6 -> file14354.txt: 6467 slow
Worker-7 -> file14359.txt: 3257 slow
Worker-4 -> file14355.txt: 9477 slow
Worker-1 -> file14356.txt: 9275 slow
Worker-8 -> file14358.txt: 6385 slow
Worker-3 -> file14357.txt: 9066 slow
Worker-6 -> file14361.txt: 6124 slow
Worker-7 -> file14362.txt: 7849 slow
Worker-5 -> file14360.txt: 8941 slow
Worker-2 -> file1436.txt: 6542 slow
Worker-5 -> file14369.txt: 1999 slow
Worker-7 -> file14368.txt: 3119 slow
Worker-1 -> file14364.txt: 5295 slow
Worker-4 -> file14363.txt: 7682 slow
Worker-3 -> file14366.txt: 7233 slow
Worker-2 -> file1437.txt: 2748 slow
Worker-5 -> file14370.txt: 3335 slow
Worker-7 -> file14371.txt: 3106 slow
Worker-8 -> file14365.txt: 8710 slow
Worker-2 -> file14375.txt: 1779 slow
Worker-6 -> file14367.txt: 9665 slow
Worker-4 -> file14373.txt: 5041 slow
Worker-6 -> file1438.txt: 2070 slow
Worker-7 -> file14377.txt: 6056 slow
Worker-5 -> file14376.txt: 8059 slow
Worker-3 -> file14374.txt: 8177 slow
Worker-8 -> file14378.txt: 5679 slow
Worker-1 -> file14372.txt: 9154 slow
Worker-4 -> file14380.txt: 5635 slow
Worker-3 -> file14384.txt: 3155 slow
Worker-6 -> file14381.txt: 6274 slow
Worker-8 -> file14385.txt: 5838 slow
Worker-2 -> file14379.txt: 8345 slow
Worker-1 -> file14386.txt: 5528 slow
Worker-4 -> file14387.txt: 1428 slow
Worker-3 -> file14388.txt: 2461 slow
Worker-6 -> file14389.txt: 3850 slow
Worker-7 -> file14382.txt: 9623 slow
Worker-5 -> file14383.txt: 9751 slow
Worker-1 -> file14391.txt: 1221 slow
Worker-8 -> file1439.txt: 2373 slow
Worker-4 -> file14392.txt: 3469 slow
Worker-2 -> file14390.txt: 4299 slow
Worker-2 -> file144.txt: 1216 slow
Worker-6 -> file14394.txt: 7153 slow
Worker-8 -> file14398.txt: 3210 slow
Worker-1 -> file14397.txt: 5099 slow
Worker-7 -> file14395.txt: 9804 slow
Worker-4 -> file14399.txt: 4897 slow
Worker-3 -> file14393.txt: 8413 slow
Worker-2 -> file1440.txt: 4100 slow
Worker-5 -> file14396.txt: 8624 slow
Worker-2 -> file14406.txt: 3369 slow
Worker-6 -> file14400.txt: 7994 slow
Worker-4 -> file14404.txt: 6237 slow
Worker-7 -> file14403.txt: 8033 slow
Worker-1 -> file14402.txt: 7175 slow
Worker-8 -> file14401.txt: 9918 slow
Worker-3 -> file14405.txt: 8264 slow
Worker-7 -> file14410.txt: 3353 slow
Worker-5 -> file14407.txt: 9857 slow
Worker-6 -> file14409.txt: 5940 slow
Worker-1 -> file14411.txt: 6657 slow
Worker-4 -> file1441.txt: 9260 slow
Worker-5 -> file14415.txt: 1777 slow
Worker-2 -> file14408.txt: 9682 slow
Worker-7 -> file14414.txt: 3386 slow
Worker-3 -> file14413.txt: 2843 slow
Worker-1 -> file14417.txt: 1993 slow
Worker-8 -> file14412.txt: 6919 slow
Worker-2 -> file1442.txt: 1790 slow
Worker-7 -> file14420.txt: 1855 slow
Worker-6 -> file14416.txt: 7821 slow
Worker-4 -> file14418.txt: 9220 slow
Worker-1 -> file14422.txt: 6884 slow
Worker-5 -> file14419.txt: 7459 slow
Worker-2 -> file14424.txt: 5049 slow
Worker-6 -> file14426.txt: 4284 slow
Worker-4 -> file14427.txt: 2561 slow
Worker-3 -> file14421.txt: 7941 slow
Worker-7 -> file14425.txt: 9218 slow
Worker-2 -> file1443.txt: 1304 slow
Worker-8 -> file14423.txt: 9240 slow
Worker-5 -> file14428.txt: 4305 slow
Worker-8 -> file14435.txt: 1241 slow
Worker-4 -> file14431.txt: 3777 slow
Worker-3 -> file14432.txt: 6229 slow
Worker-1 -> file14429.txt: 8960 slow
Worker-4 -> file14438.txt: 2533 slow
Worker-6 -> file14430.txt: 8633 slow
Worker-7 -> file14433.txt: 6263 slow
Worker-4 -> file14440.txt: 1085 slow
Worker-2 -> file14434.txt: 7186 slow
Worker-1 -> file1444.txt: 3611 slow
Worker-8 -> file14437.txt: 5506 slow
Worker-5 -> file14436.txt: 7731 slow
Worker-1 -> file14445.txt: 1665 slow
Worker-7 -> file14442.txt: 3862 slow
Worker-4 -> file14443.txt: 6778 slow
Worker-5 -> file14447.txt: 4418 slow
Worker-6 -> file14441.txt: 8206 slow
Worker-3 -> file14439.txt: 9398 slow
Worker-1 -> file14448.txt: 2989 slow
Worker-2 -> file14444.txt: 8032 slow
Worker-5 -> file14450.txt: 4355 slow
Worker-7 -> file14449.txt: 8040 slow
Worker-1 -> file14453.txt: 3849 slow
Worker-4 -> file1445.txt: 6465 slow
Worker-8 -> file14446.txt: 9402 slow
Worker-3 -> file14452.txt: 3454 slow
Worker-5 -> file14455.txt: 4653 slow
Worker-6 -> file14451.txt: 7721 slow
Worker-7 -> file14456.txt: 3574 slow
Worker-5 -> file14460.txt: 2192 slow
Worker-2 -> file14454.txt: 2103 slow
Worker-4 -> file14458.txt: 8220 slow
Worker-3 -> file1446.txt: 9144 slow
Worker-4 -> file14465.txt: 2717 slow
Worker-8 -> file14459.txt: 9612 slow
Worker-1 -> file14457.txt: 9655 slow
Worker-5 -> file14463.txt: 4375 slow
Worker-7 -> file14462.txt: 8985 slow
Worker-6 -> file14461.txt: 7531 slow
Worker-2 -> file14464.txt: 9826 slow
Worker-6 -> file14471.txt: 2206 slow
Worker-3 -> file14466.txt: 7701 slow
Worker-2 -> file14472.txt: 4319 slow
Worker-1 -> file14469.txt: 5080 slow
Worker-5 -> file1447.txt: 7534 slow
Worker-8 -> file14468.txt: 9385 slow
Worker-4 -> file14467.txt: 9087 slow
Worker-2 -> file14475.txt: 3971 slow
Worker-7 -> file14470.txt: 7922 slow
Worker-1 -> file14476.txt: 3269 slow
Worker-3 -> file14474.txt: 4706 slow
Worker-6 -> file14473.txt: 7094 slow
Worker-5 -> file14477.txt: 5258 slow
Worker-2 -> file1448.txt: 4895 slow
Worker-7 -> file14480.txt: 6575 slow
Worker-6 -> file14483.txt: 5487 slow
Worker-4 -> file14479.txt: 7291 slow
Worker-1 -> file14481.txt: 7016 slow
Worker-7 -> file14486.txt: 2506 slow
Worker-8 -> file14478.txt: 9459 slow
Worker-2 -> file14485.txt: 6003 slow
Worker-4 -> file14488.txt: 2065 slow
Worker-5 -> file14484.txt: 9473 slow
Worker-3 -> file14482.txt: 3892 slow
Worker-6 -> file14487.txt: 5917 slow
Worker-7 -> file1449.txt: 4189 slow
Worker-4 -> file14491.txt: 4074 slow
Worker-2 -> file14492.txt: 4840 slow
Worker-6 -> file14495.txt: 3008 slow
Worker-3 -> file14494.txt: 5312 slow
Worker-5 -> file14493.txt: 6952 slow
Worker-1 -> file14489.txt: 7167 slow
Worker-8 -> file14490.txt: 7164 slow
Worker-7 -> file14496.txt: 3978 slow
Worker-3 -> file145.txt: 4090 slow
Worker-6 -> file14499.txt: 2691 slow
Worker-4 -> file14497.txt: 5300 slow
Worker-8 -> file14501.txt: 3496 slow
Worker-5 -> file1450.txt: 6702 slow
Worker-7 -> file14502.txt: 4203 slow
Worker-2 -> file14498.txt: 7619 slow
Worker-8 -> file14506.txt: 1697 slow
Worker-3 -> file14503.txt: 4814 slow
Worker-7 -> file14508.txt: 1391 slow
Worker-8 -> file1451.txt: 1675 slow
Worker-2 -> file14509.txt: 1969 slow
Worker-1 -> file14500.txt: 8987 slow
Worker-6 -> file14504.txt: 8249 slow
Worker-7 -> file14511.txt: 2904 slow
Worker-3 -> file14510.txt: 4768 slow
Worker-2 -> file14513.txt: 3586 slow
Worker-4 -> file14505.txt: 9561 slow
Worker-8 -> file14512.txt: 7050 slow
Worker-5 -> file14507.txt: 8179 slow
Worker-2 -> file14518.txt: 3307 slow
Worker-1 -> file14514.txt: 5440 slow
Worker-7 -> file14516.txt: 9248 slow
Worker-6 -> file14515.txt: 8345 slow
Worker-3 -> file14517.txt: 8315 slow
Worker-8 -> file1452.txt: 4822 slow
Worker-7 -> file14523.txt: 1132 slow
Worker-5 -> file14521.txt: 3170 slow
Worker-4 -> file14519.txt: 8408 slow
Worker-2 -> file14520.txt: 5829 slow
Worker-1 -> file14522.txt: 6923 slow
Worker-8 -> file14526.txt: 4211 slow
Worker-4 -> file14529.txt: 2436 slow
Worker-6 -> file14524.txt: 5697 slow
Worker-7 -> file14527.txt: 6076 slow
Worker-3 -> file14525.txt: 7962 slow
Worker-2 -> file1453.txt: 8572 slow
Worker-1 -> file14530.txt: 7548 slow
Worker-5 -> file14528.txt: 2376 slow
Worker-8 -> file14531.txt: 8632 slow
Worker-5 -> file14538.txt: 1977 slow
Worker-1 -> file14537.txt: 2392 slow
Worker-4 -> file14532.txt: 9551 slow
Worker-6 -> file14533.txt: 9511 slow
Worker-7 -> file14534.txt: 7160 slow
Worker-5 -> file1454.txt: 2962 slow
Worker-3 -> file14535.txt: 7293 slow
Worker-2 -> file14536.txt: 9526 slow
Worker-7 -> file14544.txt: 1455 slow
Worker-4 -> file14541.txt: 4014 slow
Worker-6 -> file14542.txt: 3718 slow
Worker-8 -> file14539.txt: 8098 slow
Worker-2 -> file14546.txt: 4410 slow
Worker-1 -> file14540.txt: 7080 slow
Worker-3 -> file14545.txt: 9326 slow
Worker-5 -> file14543.txt: 9577 slow
Worker-8 -> file1455.txt: 5259 slow
Worker-2 -> file14550.txt: 2257 slow
Worker-7 -> file14547.txt: 7333 slow
Worker-6 -> file14549.txt: 4878 slow
Worker-6 -> file14557.txt: 1439 slow
Worker-1 -> file14551.txt: 6596 slow
Worker-4 -> file14548.txt: 9869 slow
Worker-7 -> file14556.txt: 4483 slow
Worker-8 -> file14554.txt: 4630 slow
Worker-5 -> file14553.txt: 8075 slow
Worker-2 -> file14555.txt: 6195 slow
Worker-6 -> file14558.txt: 2448 slow
Worker-3 -> file14552.txt: 8591 slow
Worker-5 -> file14562.txt: 2190 slow
Worker-7 -> file14560.txt: 4250 slow
Worker-8 -> file14561.txt: 1662 slow
Worker-1 -> file14559.txt: 5933 slow
Worker-4 -> file1456.txt: 4879 slow
Worker-7 -> file14568.txt: 3193 slow
Worker-6 -> file14564.txt: 5125 slow
Worker-2 -> file14563.txt: 7594 slow
Worker-8 -> file14567.txt: 4549 slow
Worker-5 -> file14566.txt: 9588 slow
Worker-7 -> file14570.txt: 6305 slow
Worker-3 -> file14565.txt: 9954 slow
Worker-4 -> file1457.txt: 5891 slow
Worker-5 -> file14574.txt: 2026 slow
Worker-3 -> file14576.txt: 1550 slow
Worker-8 -> file14573.txt: 3270 slow
Worker-1 -> file14569.txt: 5838 slow
Worker-7 -> file14575.txt: 4450 slow
Worker-3 -> file14579.txt: 3235 slow
Worker-6 -> file14571.txt: 8913 slow
Worker-2 -> file14572.txt: 9327 slow
Worker-8 -> file1458.txt: 2245 slow
Worker-7 -> file14581.txt: 3300 slow
Worker-5 -> file14578.txt: 5655 slow
Worker-8 -> file14585.txt: 1389 slow
Worker-2 -> file14584.txt: 1287 slow
Worker-1 -> file14580.txt: 5926 slow
Worker-8 -> file14588.txt: 1540 slow
Worker-5 -> file14587.txt: 4144 slow
Worker-6 -> file14583.txt: 3956 slow
Worker-4 -> file14577.txt: 5774 slow
Worker-1 -> file1459.txt: 2619 slow
Worker-7 -> file14586.txt: 5453 slow
Worker-8 -> file14590.txt: 3602 slow
Worker-3 -> file14582.txt: 9534 slow
Worker-6 -> file14592.txt: 1734 slow
Worker-2 -> file14589.txt: 6905 slow
Worker-4 -> file14593.txt: 2152 slow
Worker-3 -> file14597.txt: 1501 slow
Worker-8 -> file14596.txt: 2572 slow
Worker-7 -> file14595.txt: 2879 slow
Worker-5 -> file14591.txt: 9043 slow
Worker-3 -> file1460.txt: 1382 slow
Worker-4 -> file146.txt: 1673 slow
Worker-2 -> file14598.txt: 4769 slow
Worker-8 -> file14600.txt: 4405 slow
Worker-6 -> file14599.txt: 6407 slow
Worker-1 -> file14594.txt: 8528 slow
Worker-7 -> file14601.txt: 4830 slow
Worker-3 -> file14603.txt: 5117 slow
Worker-5 -> file14602.txt: 8904 slow
Worker-2 -> file14605.txt: 3522 slow
Worker-8 -> file14606.txt: 4527 slow
Worker-4 -> file14604.txt: 5628 slow
Worker-7 -> file14609.txt: 2513 slow
Worker-6 -> file14607.txt: 6453 slow
Worker-5 -> file14610.txt: 7737 slow
Worker-3 -> file1461.txt: 5859 slow
Worker-7 -> file14614.txt: 3892 slow
Worker-1 -> file14608.txt: 9157 slow
Worker-4 -> file14613.txt: 3768 slow
Worker-8 -> file14612.txt: 5720 slow
Worker-5 -> file14616.txt: 1240 slow
Worker-2 -> file14611.txt: 8707 slow
Worker-6 -> file14615.txt: 5591 slow
Worker-1 -> file14619.txt: 3946 slow
Worker-3 -> file14617.txt: 6258 slow
Worker-8 -> file14620.txt: 6162 slow
Worker-5 -> file14621.txt: 4768 slow
Worker-2 -> file14622.txt: 4137 slow
Worker-4 -> file1462.txt: 2608 slow
Worker-7 -> file14618.txt: 6245 slow
Worker-8 -> file14626.txt: 2710 slow
Worker-5 -> file14627.txt: 3504 slow
Worker-1 -> file14624.txt: 4886 slow
Worker-7 -> file1463.txt: 2205 slow
Worker-2 -> file14628.txt: 4460 slow
Worker-8 -> file14630.txt: 4419 slow
Worker-5 -> file14631.txt: 4266 slow
Worker-1 -> file14632.txt: 4550 slow
Worker-4 -> file14629.txt: 4954 slow
Worker-6 -> file14623.txt: 9062 slow
Worker-2 -> file14634.txt: 1379 slow
Worker-7 -> file14633.txt: 3220 slow
Worker-4 -> file14638.txt: 1741 slow
Worker-2 -> file1464.txt: 1377 slow
Worker-5 -> file14636.txt: 5601 slow
Worker-8 -> file14635.txt: 6350 slow
Worker-3 -> file14625.txt: 5221 slow
Worker-1 -> file14637.txt: 4031 slow
Worker-1 -> file14646.txt: 2686 slow
Worker-2 -> file14642.txt: 3857 slow
Worker-5 -> file14643.txt: 2381 slow
Worker-8 -> file14644.txt: 5245 slow
Worker-7 -> file14640.txt: 7176 slow
Worker-6 -> file14639.txt: 9886 slow
Worker-1 -> file14648.txt: 1868 slow
Worker-6 -> file14651.txt: 1040 slow
Worker-2 -> file14647.txt: 4616 slow
Worker-7 -> file14650.txt: 2531 slow
Worker-4 -> file14641.txt: 7667 slow
Worker-3 -> file14645.txt: 9421 slow
Worker-5 -> file14649.txt: 8487 slow
Worker-6 -> file14653.txt: 4988 slow
Worker-2 -> file14654.txt: 5515 slow
Worker-7 -> file14655.txt: 2277 slow
Worker-2 -> file1466.txt: 2446 slow
Worker-4 -> file14656.txt: 6750 slow
Worker-1 -> file14652.txt: 9396 slow
Worker-6 -> file14659.txt: 3877 slow
Worker-5 -> file14658.txt: 6271 slow
Worker-2 -> file14661.txt: 3263 slow
Worker-4 -> file14662.txt: 2331 slow
Worker-3 -> file14657.txt: 9023 slow
Worker-5 -> file14665.txt: 3114 slow
Worker-8 -> file1465.txt: 8945 slow
Worker-1 -> file14663.txt: 4022 slow
Worker-6 -> file14664.txt: 2988 slow
Worker-2 -> file14666.txt: 1818 slow
Worker-7 -> file14660.txt: 9662 slow
Worker-5 -> file14669.txt: 4255 slow
Worker-8 -> file1467.txt: 2203 slow
Worker-7 -> file14673.txt: 4889 slow
Worker-5 -> file14675.txt: 3499 slow
Worker-1 -> file14670.txt: 4968 slow
Worker-2 -> file14672.txt: 5388 slow
Worker-4 -> file14667.txt: 5604 slow
Worker-6 -> file14671.txt: 6028 slow
Worker-3 -> file14668.txt: 6039 slow
Worker-1 -> file14678.txt: 2850 slow
Worker-7 -> file14676.txt: 3602 slow
Worker-2 -> file14679.txt: 3686 slow
Worker-6 -> file14680.txt: 4162 slow
Worker-5 -> file14677.txt: 5147 slow
Worker-8 -> file14674.txt: 8777 slow
Worker-1 -> file14682.txt: 6442 slow
Worker-6 -> file14685.txt: 3002 slow
Worker-5 -> file14686.txt: 2746 slow
Worker-4 -> file1468.txt: 8932 slow
Worker-7 -> file14683.txt: 5843 slow
Worker-3 -> file14681.txt: 3073 slow
Worker-1 -> file14688.txt: 3794 slow
Worker-4 -> file14690.txt: 2862 slow
Worker-2 -> file14684.txt: 9565 slow
Worker-8 -> file14687.txt: 8628 slow
Worker-3 -> file14692.txt: 3928 slow
Worker-7 -> file14691.txt: 5214 slow
Worker-6 -> file14689.txt: 8034 slow
Worker-5 -> file1469.txt: 7344 slow
Worker-3 -> file14697.txt: 2091 slow
Worker-6 -> file14699.txt: 2247 slow
Worker-4 -> file14694.txt: 4820 slow
Worker-2 -> file14695.txt: 5487 slow
Worker-1 -> file14693.txt: 8944 slow
Worker-5 -> file147.txt: 4856 slow
Worker-5 -> file14704.txt: 1442 slow
Worker-8 -> file14696.txt: 9270 slow
Worker-6 -> file14700.txt: 5024 slow
Worker-3 -> file1470.txt: 9423 slow
Worker-7 -> file14698.txt: 9523 slow
Worker-4 -> file14701.txt: 5101 slow
Worker-3 -> file14708.txt: 1583 slow
Worker-5 -> file14705.txt: 7143 slow
Worker-2 -> file14702.txt: 8025 slow
Worker-1 -> file14703.txt: 9302 slow
Worker-3 -> file14710.txt: 5033 slow
Worker-7 -> file14709.txt: 6304 slow
Worker-6 -> file14707.txt: 6091 slow
Worker-8 -> file14706.txt: 7859 slow
Worker-5 -> file14711.txt: 4565 slow
Worker-4 -> file1471.txt: 8621 slow
Worker-3 -> file14714.txt: 4406 slow
Worker-2 -> file14712.txt: 8325 slow
Worker-7 -> file14715.txt: 5454 slow
Worker-5 -> file14718.txt: 3959 slow
Worker-1 -> file14713.txt: 7552 slow
Worker-8 -> file14717.txt: 7883 slow
Worker-5 -> file14722.txt: 2653 slow
Worker-6 -> file14716.txt: 9669 slow
Worker-7 -> file14721.txt: 5099 slow
Worker-2 -> file14720.txt: 7228 slow
Worker-6 -> file14726.txt: 1399 slow
Worker-5 -> file14725.txt: 2067 slow
Worker-3 -> file1472.txt: 6967 slow
Worker-4 -> file14719.txt: 8966 slow
Worker-8 -> file14724.txt: 7129 slow
Worker-1 -> file14723.txt: 9556 slow
Worker-6 -> file14729.txt: 8019 slow
Worker-1 -> file14733.txt: 3158 slow
Worker-3 -> file14730.txt: 5700 slow
Worker-7 -> file14727.txt: 8528 slow
Worker-5 -> file1473.txt: 7444 slow
Worker-6 -> file14734.txt: 2862 slow
Worker-2 -> file14728.txt: 8589 slow
Worker-4 -> file14731.txt: 9214 slow
Worker-5 -> file14738.txt: 2848 slow
Worker-8 -> file14732.txt: 9557 slow
Worker-7 -> file14737.txt: 4909 slow
Worker-4 -> file14740.txt: 2369 slow
Worker-1 -> file14735.txt: 7517 slow
Worker-6 -> file14739.txt: 6771 slow
Worker-4 -> file14744.txt: 1390 slow
Worker-7 -> file14743.txt: 2811 slow
Worker-1 -> file14745.txt: 1737 slow
Worker-8 -> file14742.txt: 5706 slow
Worker-3 -> file14736.txt: 9013 slow
Worker-2 -> file1474.txt: 9280 slow
Worker-5 -> file14741.txt: 7659 slow
Worker-6 -> file14747.txt: 4030 slow
Worker-6 -> file14753.txt: 2449 slow
Worker-5 -> file14752.txt: 4074 slow
Worker-3 -> file1475.txt: 6534 slow
Worker-1 -> file14749.txt: 7505 slow
Worker-8 -> file14750.txt: 9179 slow
Worker-6 -> file14754.txt: 2543 slow
Worker-7 -> file14748.txt: 9473 slow
Worker-2 -> file14751.txt: 6475 slow
Worker-3 -> file14756.txt: 1144 slow
Worker-4 -> file14746.txt: 9754 slow
Worker-1 -> file14757.txt: 4791 slow
Worker-4 -> file14762.txt: 1375 slow
Worker-8 -> file14758.txt: 6480 slow
Worker-1 -> file14763.txt: 4426 slow
Worker-7 -> file1476.txt: 6671 slow
Worker-6 -> file14759.txt: 9854 slow
Worker-5 -> file14755.txt: 3557 slow
Worker-8 -> file14765.txt: 3636 slow
Worker-3 -> file14761.txt: 9097 slow
Worker-4 -> file14764.txt: 6982 slow
Worker-7 -> file14767.txt: 2742 slow
Worker-6 -> file14768.txt: 4302 slow
Worker-2 -> file14760.txt: 5046 slow
Worker-5 -> file14769.txt: 4441 slow
Worker-8 -> file1477.txt: 3097 slow
Worker-1 -> file14766.txt: 6740 slow
Worker-8 -> file14776.txt: 1570 slow
Worker-8 -> file14778.txt: 1084 slow
Worker-5 -> file14775.txt: 3352 slow
Worker-7 -> file14772.txt: 7786 slow
Worker-6 -> file14773.txt: 7575 slow
Worker-4 -> file14771.txt: 9655 slow
Worker-2 -> file14774.txt: 8543 slow
Worker-1 -> file14777.txt: 8030 slow
Worker-7 -> file14780.txt: 5519 slow
Worker-5 -> file1478.txt: 6918 slow
Worker-8 -> file14779.txt: 8963 slow
Worker-5 -> file14786.txt: 1624 slow
Worker-7 -> file14785.txt: 1840 slow
Worker-4 -> file14782.txt: 7535 slow
Worker-3 -> file14770.txt: 9005 slow
Worker-6 -> file14781.txt: 9118 slow
Worker-2 -> file14783.txt: 9720 slow
Worker-1 -> file14784.txt: 8021 slow
Worker-5 -> file14789.txt: 2887 slow
Worker-8 -> file14787.txt: 9563 slow
Worker-1 -> file14794.txt: 3751 slow
Worker-5 -> file14793.txt: 2207 slow
Worker-7 -> file14788.txt: 8792 slow
Worker-6 -> file14791.txt: 7764 slow
Worker-2 -> file14792.txt: 5559 slow
Worker-3 -> file14790.txt: 9911 slow
Worker-4 -> file1479.txt: 8959 slow
Worker-2 -> file148.txt: 2385 slow
Worker-1 -> file14796.txt: 6826 slow
Worker-6 -> file14799.txt: 5966 slow
Worker-7 -> file14798.txt: 6394 slow
Worker-1 -> file14802.txt: 1160 slow
Worker-8 -> file14795.txt: 7913 slow
Worker-7 -> file14804.txt: 1228 slow
Worker-4 -> file14800.txt: 9097 slow
Worker-3 -> file1480.txt: 9355 slow
Worker-5 -> file14797.txt: 8587 slow
Worker-2 -> file14801.txt: 9548 slow
Worker-6 -> file14803.txt: 9319 slow
Worker-1 -> file14805.txt: 9932 slow
Worker-8 -> file14806.txt: 9862 slow
Worker-7 -> file14807.txt: 7348 slow
Worker-5 -> file1481.txt: 5902 slow
